date,open,high,low,close,volume
2006-01-03,86.42090344066129,87.67037721004056,85.86864698934797,87.4632797241211,73256700
2006-01-04,87.57371515246842,88.00861346361631,87.46326177818572,87.87745666503906,51899600
2006-01-05,87.77391569587962,88.07765196857075,87.58752692699164,87.93268585205078,47307500
2006-01-06,88.37446605240635,88.76104224034371,87.91885388801825,88.66439819335938,62885900
2006-01-09,88.65058890047678,89.09239176293781,88.62298082994033,88.89220428466797,43527400
2006-01-10,88.62989061149062,89.03717553350178,88.54014593824967,88.98194885253906,44960800
2006-01-11,89.06479662352476,89.35472880660213,88.86459858277749,89.26498413085938,49598900
2006-01-12,89.10623677985937,89.24429825470071,88.6644337403179,88.91294860839844,40509200
2006-01-13,88.75418378024925,88.98197943406781,88.49875897633515,88.83010864257812,44856700
2006-01-17,88.4987410318859,88.6506117925815,88.2295175076371,88.58848571777344,52066600
2006-01-18,88.07079057328387,88.98200505113597,87.78085821517551,88.23646545410156,75067600
2006-01-19,88.4504319826055,88.89223499771333,88.2295252083442,88.5746841430664,81530400
2006-01-20,88.55399109004604,88.57469978711376,86.95935821533203,86.95935821533203,114957800
2006-01-23,87.12500003425468,87.54609427071216,87.06977335186863,87.26996612548828,67017400
2006-01-24,87.41493974318821,87.77390794289846,87.26997363947295,87.3597183227539,53008800
2006-01-25,87.69796489805654,87.79460895875127,86.86958046347938,87.4356460571289,87747700
2006-01-26,87.84293364475512,88.13286583560449,87.50467942209754,87.91886901855469,71294000
2006-01-27,88.12596414338998,88.81628187498461,87.98099278505353,88.73343658447266,65771200
2006-01-30,88.66439819335938,88.91981234608704,88.60227213460038,88.66439819335938,33709600
2006-01-31,88.58157615361772,88.73343636345064,88.0086059071055,88.01551055908203,72937000
2006-02-01,88.23638677095458,88.65747562030366,88.16735607106317,88.62986755371094,63561000
2006-02-02,88.42971817360034,88.45732625207852,87.53230288855447,87.60133361816406,83626900
2006-02-03,87.38044501116593,88.6299187815182,87.07670343603628,87.16644287109375,86040400
2006-02-06,87.28380083219217,87.53231570854987,87.09741204156998,87.39424896240234,45511900
2006-02-07,87.24236797213392,87.4356613941351,86.56585942860514,86.62108612060547,71208100
2006-02-08,86.87653316020177,88.42975417566326,86.70395363256263,87.4080810546875,59422200
2006-02-09,87.61512741268737,88.08454369253427,87.23545581087558,87.26306915283203,62023300
2006-02-10,87.2768783785629,87.76009872475947,86.60036462718095,87.42184448242188,64508700
2006-02-13,87.39422594374214,87.52538800135872,86.94551835368597,87.26306915283203,52308700
2006-02-14,87.29760719478037,88.38140616399544,87.1250277075378,88.18811798095703,90964400
2006-02-15,88.13980100134025,88.58160935944706,87.83605940098815,88.49876403808594,85471300
2006-02-16,88.59540273363957,89.19598650987062,88.48494933416997,89.16146850585938,61017900
2006-02-17,89.08553331002489,89.1614687056534,88.76108303174084,88.91985321044922,40342600
2006-02-21,89.12693778691371,89.3271253281545,88.56087209544938,88.69894409179688,46456300
2006-02-22,88.8922372965859,89.49970987468501,88.80939198738805,89.23739624023438,42326700
2006-02-23,89.2373708478804,89.49278502280976,88.5539525418926,89.10620880126953,43423200
2006-02-24,89.12690986695226,89.38232402003793,88.8852944824472,89.3340072631836,36777400
2006-02-27,89.32711761684999,89.76892058014512,89.24428285292387,89.36854553222656,35858600
2006-02-28,89.18904873901235,89.67917896272662,88.45041424421282,88.51943969726562,74394800
2006-03-01,88.77488219730436,89.38926467958912,88.70584619701472,89.3064193725586,48641600
2006-03-02,88.9819639345021,89.34093215489679,88.78177639881734,89.29951477050781,60642300
2006-03-03,88.82318886826047,89.78964009532018,88.80937956309023,88.88531494140625,73402500
2006-03-06,89.1476594849296,89.17526756817803,88.25714869899028,88.4780502319336,57478400
2006-03-07,88.26403806715476,88.40209952631866,87.94649249771211,88.33997344970703,61780800
2006-03-08,88.15358204278672,88.664421013129,87.7946190997014,88.52635955810547,66692400
2006-03-09,88.55397297049868,88.8300958971802,87.93268585205078,87.93268585205078,56313600
2006-03-10,88.16048942978738,88.94054668160639,87.97410593305436,88.7679672241211,60490800
2006-03-13,88.9405389120348,89.16144565435705,88.7265420887934,88.93363952636719,45479100
2006-03-14,88.8508351785624,89.90011096352308,88.7817991646022,89.86559295654297,69877300
2006-03-15,89.84487396603936,90.33500432880507,89.63778701471715,90.2659683227539,53398900
2006-03-16,90.43850698251954,90.75605772023759,90.32115425193551,90.45231628417969,65526400
2006-03-17,90.56943699325791,90.72191164747944,90.3615266241363,90.5278549194336,47286800
2006-03-20,90.54177156217483,90.72196417818326,90.24375947701036,90.38236999511719,45538500
2006-03-21,90.35462181357046,90.78432807375322,89.71700510928578,89.81403350830078,87102700
2006-03-22,89.75856985077857,90.45163273131202,89.71698776999462,90.36154174804688,51605700
2006-03-23,90.2783707946955,90.36847235703706,89.86253939412836,90.1744155883789,46704200
2006-03-24,90.09126918030013,90.493247016122,89.91800341875464,90.24374389648438,43209200
2006-03-27,90.11895685032852,90.292222553813,89.91797328741819,90.11203002929688,32523000
2006-03-28,90.04964772382395,90.4654896487023,89.43975962938168,89.55757904052734,82079900
